,0
2768,"{'word': 'base of box', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2769,"{'word': 'good in range', 'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}"
2770,"{'word': 'product in budget', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2771,zero
2772,"{'word': 'waste of money', 'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.4215}"
2773,"{'word': 'material for life', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2774,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
2775,zero
2776,zero
2777,zero
2778,zero
2779,zero
2780,"{'word': 'installation by jeeves', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2781,zero
2782,zero
2783,zero
2784,zero
2785,"{'word': 'reviews of flipkart', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2786,"{'word': 'feature of', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2787,zero
2788,zero
2789,zero
2790,zero
2791,zero
2792,"{'word': 'product on time', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2793,zero
2794,zero
2795,zero
2796,"{'word': 'delivery of', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2797,"{'word': 'delivery with', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2798,zero
2799,zero
2800,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
2801,zero
2802,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
2803,"{'word': 'installation by jeeves', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2804,zero
2805,"{'word': 'value for money', 'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
2806,zero
2807,zero
2808,zero
2809,zero
2810,"{'word': 'complaint installation', 'neg': 0.688, 'neu': 0.312, 'pos': 0.0, 'compound': -0.296}"
2811,zero
2812,zero
2813,"{'word': 'portion of part', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2814,zero
2815,zero
2816,zero
2817,zero
2818,"{'word': 'touch on floor', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2819,"{'word': 'rest in floor', 'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2820,zero
2821,zero
2822,zero
